phrase,qb_acctnum,gl_account,confidence,examples
classics,213,General & Administrative -:Non-Capital Lab Equipment,1,3
seville classics,213,General & Administrative -:Non-Capital Lab Equipment,1,3
nsf bin,213,General & Administrative -:Non-Capital Lab Equipment,1,3
bin rack,213,General & Administrative -:Non-Capital Lab Equipment,1,3
dimensional,215,General & Administrative -:Office Supplies,0.67,3
cal,334,1220.10 Inventory Asset:Compound Ingredient Inventory,0.67,3
luses,334,1220.10 Inventory Asset:Compound Ingredient Inventory,0.67,3
corns cal,334,1220.10 Inventory Asset:Compound Ingredient Inventory,0.67,3
cal luses,334,1220.10 Inventory Asset:Compound Ingredient Inventory,0.67,3
luses rough,334,1220.10 Inventory Asset:Compound Ingredient Inventory,0.67,3
iphone charger,205,General & Administrative -:Computer Supplies & Equipment,0.67,3
printers includes,215,General & Administrative -:Office Supplies,0.67,3
mils akrobins,214,General & Administrative -:Office Expense,1,3
pantry craft,214,General & Administrative -:Office Expense,1,3
craft organization,214,General & Administrative -:Office Expense,1,3
24rolls,134,Inventory Asset:Compound Packaging Inventory,0.67,3
shipping replacement,134,Inventory Asset:Compound Packaging Inventory,0.67,3
replacement labels,134,Inventory Asset:Compound Packaging Inventory,0.67,3
labels proof,134,Inventory Asset:Compound Packaging Inventory,0.67,3
core address,134,Inventory Asset:Compound Packaging Inventory,0.67,3
address labels,134,Inventory Asset:Compound Packaging Inventory,0.67,3
labels 24rolls,134,Inventory Asset:Compound Packaging Inventory,0.67,3
24rolls not,134,Inventory Asset:Compound Packaging Inventory,0.67,3
not dymo,134,Inventory Asset:Compound Packaging Inventory,0.67,3
dymo 5xl,134,Inventory Asset:Compound Packaging Inventory,0.67,3
5xl dymo,134,Inventory Asset:Compound Packaging Inventory,0.67,3
labelwriter printer,134,Inventory Asset:Compound Packaging Inventory,0.67,3
speakers,205,General & Administrative -:Computer Supplies & Equipment,1,3
cords,205,General & Administrative -:Computer Supplies & Equipment,1,3
joules,205,General & Administrative -:Computer Supplies & Equipment,1,3
circuit,205,General & Administrative -:Computer Supplies & Equipment,1,3
breaker,205,General & Administrative -:Computer Supplies & Equipment,1,3
etl,205,General & Administrative -:Computer Supplies & Equipment,1,3
protector power,205,General & Administrative -:Computer Supplies & Equipment,1,3
strip outlets,205,General & Administrative -:Computer Supplies & Equipment,1,3
ports foot,205,General & Administrative -:Computer Supplies & Equipment,1,3
foot long,205,General & Administrative -:Computer Supplies & Equipment,1,3
long heavy,205,General & Administrative -:Computer Supplies & Equipment,1,3
duty braided,205,General & Administrative -:Computer Supplies & Equipment,1,3
braided extension,205,General & Administrative -:Computer Supplies & Equipment,1,3
extension cords,205,General & Administrative -:Computer Supplies & Equipment,1,3
cords flat,205,General & Administrative -:Computer Supplies & Equipment,1,3
plug joules,205,General & Administrative -:Computer Supplies & Equipment,1,3
joules 15a,205,General & Administrative -:Computer Supplies & Equipment,1,3
15a circuit,205,General & Administrative -:Computer Supplies & Equipment,1,3
circuit breaker,205,General & Administrative -:Computer Supplies & Equipment,1,3
breaker wall,205,General & Administrative -:Computer Supplies & Equipment,1,3
mount home,205,General & Administrative -:Computer Supplies & Equipment,1,3
office etl,205,General & Administrative -:Computer Supplies & Equipment,1,3
etl listed,205,General & Administrative -:Computer Supplies & Equipment,1,3
listed includes,205,General & Administrative -:Computer Supplies & Equipment,1,3
loading,212,General & Administrative -:Non-Capital Furniture,1,3
adjustable storage,212,General & Administrative -:Non-Capital Furniture,1,3
pound loading,212,General & Administrative -:Non-Capital Furniture,1,3
loading capacity,212,General & Administrative -:Non-Capital Furniture,1,3
capacity shelf,212,General & Administrative -:Non-Capital Furniture,1,3
chrome includes,212,General & Administrative -:Non-Capital Furniture,1,3
apron,169,Cost of Goods Sold:Lab Supplies,1,3
glue,215,General & Administrative -:Office Supplies,0.67,3
pets includes,134,Inventory Asset:Compound Packaging Inventory,1,3
double sided,215,General & Administrative -:Office Supplies,0.67,3
tablets,214,General & Administrative -:Office Expense,0.67,3
raspberry,205,General & Administrative -:Computer Supplies & Equipment,0.67,3
netgear,205,General & Administrative -:Computer Supplies & Equipment,1,3
unmanaged,205,General & Administrative -:Computer Supplies & Equipment,1,3
gs348,205,General & Administrative -:Computer Supplies & Equipment,1,3
operation,205,General & Administrative -:Computer Supplies & Equipment,1,3
netgear port,205,General & Administrative -:Computer Supplies & Equipment,1,3
port gigabit,205,General & Administrative -:Computer Supplies & Equipment,1,3
gigabit ethernet,205,General & Administrative -:Computer Supplies & Equipment,1,3
ethernet unmanaged,205,General & Administrative -:Computer Supplies & Equipment,1,3
unmanaged essentials,205,General & Administrative -:Computer Supplies & Equipment,1,3
essentials switch,205,General & Administrative -:Computer Supplies & Equipment,1,3
switch gs348,205,General & Administrative -:Computer Supplies & Equipment,1,3
gs348 desktop,205,General & Administrative -:Computer Supplies & Equipment,1,3
desktop rackmount,205,General & Administrative -:Computer Supplies & Equipment,1,3
rackmount silent,205,General & Administrative -:Computer Supplies & Equipment,1,3
silent operation,205,General & Administrative -:Computer Supplies & Equipment,1,3
operation includes,205,General & Administrative -:Computer Supplies & Equipment,1,3
caliper,169,Cost of Goods Sold:Lab Supplies,1,3
fits men,135,Inventory Asset:Lab Supplies Inventory,1,3
k270,205,General & Administrative -:Computer Supplies & Equipment,1,3
keyboard cover,205,General & Administrative -:Computer Supplies & Equipment,1,3
vacant,214,General & Administrative -:Office Expense,0.67,3
vacant occupied,214,General & Administrative -:Office Expense,0.67,3
mounting,214,General & Administrative -:Office Expense,0.67,3
patented,213,General & Administrative -:Non-Capital Lab Equipment,0.67,3
41qt,214,General & Administrative -:Office Expense,1,3
commercial wastebasket,214,General & Administrative -:Office Expense,1,3
wastebasket trash,214,General & Administrative -:Office Expense,1,3
trash container,214,General & Administrative -:Office Expense,1,3
container 41qt,214,General & Administrative -:Office Expense,1,3
41qt gal,214,General & Administrative -:Office Expense,1,3
gal stackable,214,General & Administrative -:Office Expense,1,3
stackable trash,214,General & Administrative -:Office Expense,1,3
can bedroom,214,General & Administrative -:Office Expense,1,3
bedroom bathroom,214,General & Administrative -:Office Expense,1,3
bathroom office,214,General & Administrative -:Office Expense,1,3
office fits,214,General & Administrative -:Office Expense,1,3
fits under,214,General & Administrative -:Office Expense,1,3
under desk,214,General & Administrative -:Office Expense,1,3
desk sink,214,General & Administrative -:Office Expense,1,3
sink cabinet,214,General & Administrative -:Office Expense,1,3
cabinet includes,214,General & Administrative -:Office Expense,1,3
workshop,205,General & Administrative -:Computer Supplies & Equipment,0.67,3
garage workshop,205,General & Administrative -:Computer Supplies & Equipment,0.67,3
management,205,General & Administrative -:Computer Supplies & Equipment,0.67,3
puppy,215,General & Administrative -:Office Supplies,1,3
osha,169,Cost of Goods Sold:Lab Supplies,0.67,3
mixer stirrer,169,Cost of Goods Sold:Lab Supplies,1,3
plate bar,169,Cost of Goods Sold:Lab Supplies,1,3
magnet stick,169,Cost of Goods Sold:Lab Supplies,1,3
stick includes,169,Cost of Goods Sold:Lab Supplies,1,3
stirrer mixer,169,Cost of Goods Sold:Lab Supplies,1,3
magnetic stirring,169,Cost of Goods Sold:Lab Supplies,1,3
stirring bar,169,Cost of Goods Sold:Lab Supplies,1,3
cleanser,133,Inventory Asset:Compound Ingredient Inventory,1,3
bookcase,213,General & Administrative -:Non-Capital Lab Equipment,0.67,3
freestanding,213,General & Administrative -:Non-Capital Lab Equipment,0.67,3
flutesan,135,Inventory Asset:Lab Supplies Inventory,1,3
flutesan weigh,135,Inventory Asset:Lab Supplies Inventory,1,3
boats anti,135,Inventory Asset:Lab Supplies Inventory,1,3
square lab,135,Inventory Asset:Lab Supplies Inventory,1,3
lab weighing,135,Inventory Asset:Lab Supplies Inventory,1,3
trays measuring,135,Inventory Asset:Lab Supplies Inventory,1,3
dishes scale,135,Inventory Asset:Lab Supplies Inventory,1,3
scale powder,135,Inventory Asset:Lab Supplies Inventory,1,3
liquid sample,135,Inventory Asset:Lab Supplies Inventory,1,3
container includes,135,Inventory Asset:Lab Supplies Inventory,1,3
educational,169,Cost of Goods Sold:Lab Supplies,0.67,3
powders,169,Cost of Goods Sold:Lab Supplies,0.67,3
safety,169,Cost of Goods Sold:Lab Supplies,0.67,3
glassware,169,Cost of Goods Sold:Lab Supplies,1,3
four,135,Inventory Asset:Lab Supplies Inventory,1,3
2ul,135,Inventory Asset:Lab Supplies Inventory,1,3
20ul,135,Inventory Asset:Lab Supplies Inventory,1,3
four scientific,135,Inventory Asset:Lab Supplies Inventory,1,3
scientific 2ul,135,Inventory Asset:Lab Supplies Inventory,1,3
2ul 20ul,135,Inventory Asset:Lab Supplies Inventory,1,3
20ul high,135,Inventory Asset:Lab Supplies Inventory,1,3
pipettes includes,135,Inventory Asset:Lab Supplies Inventory,1,3
app,205,General & Administrative -:Computer Supplies & Equipment,0.67,3
powder includes,135,Inventory Asset:Lab Supplies Inventory,1,3
nickel,215,General & Administrative -:Office Supplies,1,3
carbon,215,General & Administrative -:Office Supplies,0.67,3
rail,176,Cost of Goods Sold:Research & Development Costs,1,3
brackets,176,Cost of Goods Sold:Research & Development Costs,1,3
hex,176,Cost of Goods Sold:Research & Development Costs,1,3
sets,176,Cost of Goods Sold:Research & Development Costs,1,3
corner brackets,176,Cost of Goods Sold:Research & Development Costs,1,3
aluminum extrusion,176,Cost of Goods Sold:Research & Development Costs,1,3
phillips,176,Cost of Goods Sold:Research & Development Costs,1,3
drive,176,Cost of Goods Sold:Research & Development Costs,0.67,3
machine,176,Cost of Goods Sold:Research & Development Costs,1,3
machine screws,176,Cost of Goods Sold:Research & Development Costs,1,3
40pin,176,Cost of Goods Sold:Research & Development Costs,1,3
arduino,176,Cost of Goods Sold:Research & Development Costs,1,3
banana,176,Cost of Goods Sold:Research & Development Costs,1,3
lever,215,General & Administrative -:Office Supplies,0.67,3
model,176,Cost of Goods Sold:Research & Development Costs,0.67,3
stepper,176,Cost of Goods Sold:Research & Development Costs,1,3
stepper motor,176,Cost of Goods Sold:Research & Development Costs,1,3
automotive,176,Cost of Goods Sold:Research & Development Costs,0.67,3
exit,215,General & Administrative -:Office Supplies,1,3
cloud,205,General & Administrative -:Computer Supplies & Equipment,1,3
gearit,205,General & Administrative -:Computer Supplies & Equipment,1,3
gearit cat,205,General & Administrative -:Computer Supplies & Equipment,1,3
cat6 ethernet,205,General & Administrative -:Computer Supplies & Equipment,1,3
ethernet patch,205,General & Administrative -:Computer Supplies & Equipment,1,3
patch cables,205,General & Administrative -:Computer Supplies & Equipment,1,3
cables rj45,205,General & Administrative -:Computer Supplies & Equipment,1,3
rj45 network,205,General & Administrative -:Computer Supplies & Equipment,1,3
network patch,205,General & Administrative -:Computer Supplies & Equipment,1,3
patch cable,205,General & Administrative -:Computer Supplies & Equipment,1,3
cable gbps,205,General & Administrative -:Computer Supplies & Equipment,1,3
gbps snagless,205,General & Administrative -:Computer Supplies & Equipment,1,3
snagless gold,205,General & Administrative -:Computer Supplies & Equipment,1,3
connectors ethernet,205,General & Administrative -:Computer Supplies & Equipment,1,3
cable cat,205,General & Administrative -:Computer Supplies & Equipment,1,3
cat router,205,General & Administrative -:Computer Supplies & Equipment,1,3
router includes,205,General & Administrative -:Computer Supplies & Equipment,1,3
measurements includes,215,General & Administrative -:Office Supplies,1,3
paper laboratory,135,Inventory Asset:Lab Supplies Inventory,1,3
patikil low,169,Cost of Goods Sold:Lab Supplies,1,3
form glass,169,Cost of Goods Sold:Lab Supplies,1,3
graduated printed,169,Cost of Goods Sold:Lab Supplies,1,3
printed scale,169,Cost of Goods Sold:Lab Supplies,1,3
scale measuring,169,Cost of Goods Sold:Lab Supplies,1,3
cups spout,169,Cost of Goods Sold:Lab Supplies,1,3
spout kitchen,169,Cost of Goods Sold:Lab Supplies,1,3
kitchen lab,169,Cost of Goods Sold:Lab Supplies,1,3
lab liquids,169,Cost of Goods Sold:Lab Supplies,1,3
liquids includes,169,Cost of Goods Sold:Lab Supplies,1,3
stak,214,General & Administrative -:Office Expense,1,3
mils stak,214,General & Administrative -:Office Expense,1,3
stak store,214,General & Administrative -:Office Expense,1,3
store heavy,214,General & Administrative -:Office Expense,1,3
duty stackable,214,General & Administrative -:Office Expense,1,3
stackable open,214,General & Administrative -:Office Expense,1,3
open front,214,General & Administrative -:Office Expense,1,3
front storage,214,General & Administrative -:Office Expense,1,3
storage container,214,General & Administrative -:Office Expense,1,3
container bin,214,General & Administrative -:Office Expense,1,3
bin includes,214,General & Administrative -:Office Expense,1,3
